domain,mode,head,class,support,predicted,precision,recall,f1,true_positive,false_positive,false_negative
CC,prior_uniform,task,3,44855,27432,0.5061971420239136,0.3095752981830342,0.3841907950253849,13886,13546,30969
CC,prior_uniform,social,0,13381,50579,0.2074576405227466,0.7841715865779837,0.3281113195747342,10493,40086,2888
CC,prior_uniform,social,1,13735,34614,0.10547755243543075,0.26581725518747723,0.15102690851930753,3651,30963,10084
CC,prior_uniform,social,2,60794,27195,0.6603787460930318,0.2954074415238346,0.4082101171737376,17959,9236,42835
CC,prior_uniform,social,3,2700,9294,0.02065848934796643,0.07111111111111111,0.032016008004002006,192,9102,2508
CC,prior_uniform,social,4,94006,62934,0.7580640035592844,0.5074995213071506,0.6079775710462597,47708,15226,46298
CC,prior_uniform+hysteresis_1,task,0,124893,27327,0.9405350020126615,0.20579215808732274,0.3376954408093549,25702,1625,99191
CC,prior_uniform+hysteresis_1,task,1,19302,42272,0.20808099924299772,0.4557040721168791,0.28570500535940496,8796,33476,10506
CC,prior_uniform+hysteresis_1,task,2,26642,119685,0.18717466683377199,0.8408527888296674,0.3061909285367703,22402,97283,4240
CC,prior_uniform+hysteresis_1,task,3,44855,26408,0.5280596788851863,0.3108906476424033,0.3913671891444368,13945,12463,30910
CC,prior_uniform+hysteresis_1,social,0,13381,52237,0.20954495855428146,0.8180255586279053,0.33362796793562743,10946,41291,2435
CC,prior_uniform+hysteresis_1,social,1,13735,33733,0.11291613553493611,0.2773207135056425,0.16048706497008508,3809,29924,9926
CC,prior_uniform+hysteresis_1,social,2,60794,27338,0.678213475748043,0.3049807546797381,0.42075523079017835,18541,8797,42253
CC,prior_uniform+hysteresis_1,social,3,2700,5615,0.02190560997328584,0.04555555555555556,0.029585087191822006,123,5492,2577
CC,prior_uniform+hysteresis_1,social,4,94006,65693,0.7618924390726561,0.5324234623321915,0.6268166989148334,50051,15642,43955
CC,prior_sqrt_uniform,task,0,124893,69331,0.8663224243123566,0.4809156638082198,0.6184920504160144,60063,9268,64830
CC,prior_sqrt_uniform,task,1,19302,38900,0.20053984575835476,0.4041550098435395,0.2680663894711522,7801,31099,11501
CC,prior_sqrt_uniform,task,2,26642,65060,0.23364586535505688,0.5705652728774117,0.3315303919216593,15201,49859,11441
CC,prior_sqrt_uniform,task,3,44855,42401,0.48581401382042877,0.4592353137888753,0.4721509122581828,20599,21802,24256
CC,prior_sqrt_uniform,social,0,13381,37736,0.25628047487810046,0.7227412002092519,0.378386838038226,9671,28065,3710
CC,prior_sqrt_uniform,social,1,13735,16732,0.16411666268228545,0.19992719330178377,0.18026060984015496,2746,13986,10989
CC,prior_sqrt_uniform,social,2,60794,30827,0.6516365523729198,0.3304273448037635,0.43850209013217495,20088,10739,40706
CC,prior_sqrt_uniform,social,3,2700,4991,0.024443999198557404,0.04518518518518518,0.03172539331686386,122,4869,2578
CC,prior_sqrt_uniform,social,4,94006,94330,0.7024488497826779,0.704869901921154,0.7036572933480588,66262,28068,27744
CC,prior_sqrt_uniform+hysteresis_1,task,0,124893,71613,0.8863195229916356,0.5082110286405163,0.6460057199271269,63472,8141,61421
CC,prior_sqrt_uniform+hysteresis_1,task,1,19302,36029,0.25387881983957367,0.47388871619521294,0.33062839999277077,9147,26882,10155
CC,prior_sqrt_uniform+hysteresis_1,task,2,26642,64875,0.2312601156069364,0.563133398393514,0.3278735098397019,15003,49872,11639
CC,prior_sqrt_uniform+hysteresis_1,task,3,44855,43175,0.5011464968152867,0.4823765466503177,0.4915824150857663,21637,21538,23218
CC,prior_sqrt_uniform+hysteresis_1,social,0,13381,39109,0.2577156153315094,0.753232194903221,0.3840350542960564,10079,29030,3302
CC,prior_sqrt_uniform+hysteresis_1,social,1,13735,15235,0.18608467344929439,0.20640698944302877,0.19571971004487398,2835,12400,10900
CC,prior_sqrt_uniform+hysteresis_1,social,2,60794,28780,0.6467338429464906,0.30616508208046844,0.41558934512246853,18613,10167,42181
CC,prior_sqrt_uniform+hysteresis_1,social,3,2700,2625,0.031619047619047616,0.030740740740740742,0.031173708920187792,83,2542,2617
CC,prior_sqrt_uniform+hysteresis_1,social,4,94006,98867,0.6973307574822741,0.7333893581260771,0.7149056633121277,68943,29924,25063
CC,prior_val_oracle,task,0,124893,93043,0.8127639908429436,0.6054943031234737,0.6939835548050806,75622,17421,49271
CC,prior_val_oracle,task,1,19302,4223,0.20198910726971347,0.04419231167754637,0.07251859723698194,853,3370,18449
CC,prior_val_oracle,task,2,26642,86282,0.22100785795415034,0.7157495683507245,0.3377315716765258,19069,67213,7573
CC,prior_val_oracle,task,3,44855,32144,0.5074664011946242,0.3636606844276,0.42369381420537927,16312,15832,28543
CC,prior_val_oracle,social,0,13381,24595,0.32104086196381376,0.5900904267244601,0.4158415841584159,7896,16699,5485
CC,prior_val_oracle,social,1,13735,9305,0.2950026867275658,0.19985438660356752,0.23828124999999997,2745,6560,10990
CC,prior_val_oracle,social,2,60794,42013,0.621164877537905,0.4292693357897161,0.5076891651346699,26097,15916,34697
CC,prior_val_oracle,social,3,2700,0,nan,0.0,nan,0,0,2700
CC,prior_val_oracle,social,4,94006,108703,0.6853720688481458,0.7925238814543752,0.7350635640252776,74502,34201,19504
CC,prior_val_oracle+hysteresis_1,task,0,124893,95520,0.8141959798994974,0.6227090389373303,0.7056934028392154,77772,17748,47121
CC,prior_val_oracle+hysteresis_1,task,1,19302,2207,0.18441323062981424,0.021085897834421302,0.037844623180994,407,1800,18895
CC,prior_val_oracle+hysteresis_1,task,2,26642,88258,0.2280019941535045,0.7553111628256137,0.3502697998259356,20123,68135,6519
CC,prior_val_oracle+hysteresis_1,task,3,44855,29707,0.5070185478170128,0.3357931111358823,0.4040127678978568,15062,14645,29793
CC,prior_val_oracle+hysteresis_1,social,0,13381,23428,0.34279494621820045,0.6001793587923174,0.4363606726615773,8031,15397,5350
CC,prior_val_oracle+hysteresis_1,social,1,13735,8805,0.2801817149346962,0.17961412449945394,0.2188997338065661,2467,6338,11268
CC,prior_val_oracle+hysteresis_1,social,2,60794,42691,0.6248155348902579,0.4387604039872356,0.5155143257476928,26674,16017,34120
CC,prior_val_oracle+hysteresis_1,social,3,2700,0,nan,0.0,nan,0,0,2700
CC,prior_val_oracle+hysteresis_1,social,4,94006,109692,0.6856562009991612,0.8000659532370274,0.7384559494938586,75211,34481,18795
CC,bias_ce,task,0,124893,158981,0.703455129858285,0.8954545090597551,0.7879270380520935,111836,47145,13057
CC,bias_ce,task,1,19302,15688,0.14074451810300867,0.11439229095430525,0.12620748785367247,2208,13480,17094
CC,bias_ce,task,2,26642,7045,0.45337118523775727,0.11988589445236844,0.18962804642740522,3194,3851,23448
CC,bias_ce,task,3,44855,33978,0.4173288598504915,0.3161297514212462,0.35974782134385347,14180,19798,30675
CC,bias_ce,social,0,13381,13671,0.4511008704557092,0.4608773634257529,0.4559367144758243,6167,7504,7214
CC,bias_ce,social,1,13735,2242,0.49955396966993754,0.0815435020021842,0.1402015397133379,1120,1122,12615
CC,bias_ce,social,2,60794,36133,0.6323582320870119,0.3758430108234365,0.4714682183498922,22849,13284,37945
CC,bias_ce,social,3,2700,4220,0.01042654028436019,0.016296296296296295,0.012716763005780347,44,4176,2656
CC,bias_ce,social,4,94006,128350,0.6445266848461239,0.8799970214667149,0.7440770656065048,82725,45625,11281
CC,bias_ce+hysteresis_1,task,0,124893,164655,0.692636117943579,0.9131496561056264,0.7877519444099078,114046,50609,10847
CC,bias_ce+hysteresis_1,task,1,19302,12723,0.10587125677906155,0.06978551445446068,0.08412177985948477,1347,11376,17955
CC,bias_ce+hysteresis_1,task,2,26642,6082,0.4853666557053601,0.11080249230538249,0.18041804180418042,2952,3130,23690
CC,bias_ce+hysteresis_1,task,3,44855,32232,0.407017870439315,0.2924757552112362,0.3403686743549496,13119,19113,31736
CC,bias_ce+hysteresis_1,social,0,13381,13222,0.46664649826047494,0.46110156191614976,0.4638574596849979,6170,7052,7211
CC,bias_ce+hysteresis_1,social,1,13735,2530,0.5430830039525691,0.10003640334910811,0.16895173685828466,1374,1156,12361
CC,bias_ce+hysteresis_1,social,2,60794,33874,0.67570998405857,0.37650097049050896,0.48356361178011575,22889,10985,37905
CC,bias_ce+hysteresis_1,social,3,2700,3680,0.0,0.0,nan,0,3680,2700
CC,bias_ce+hysteresis_1,social,4,94006,131310,0.6473307440408195,0.9042082420271047,0.7545047843916988,85001,46309,9005
CC,bias_balanced_ce,task,0,124893,92298,0.8442219766408806,0.6238940533096331,0.7175251276526191,77920,14378,46973
CC,bias_balanced_ce,task,1,19302,54007,0.17621789767993037,0.493057714226505,0.2596406989592001,9517,44490,9785
CC,bias_balanced_ce,task,2,26642,20114,0.339813065526499,0.25654980857292997,0.2923688938318077,6835,13279,19807
CC,bias_balanced_ce,task,3,44855,49273,0.4581007854200069,0.5032214914725226,0.47960224375318716,22572,26701,22283
CC,bias_balanced_ce,social,0,13381,25338,0.32544005051701,0.6162469172707571,0.4259407526020817,8246,17092,5135
CC,bias_balanced_ce,social,1,13735,6800,0.2661764705882353,0.13178012377138698,0.1762843925006087,1810,4990,11925
CC,bias_balanced_ce,social,2,60794,56374,0.6023521481534041,0.5585584103694443,0.5796292503072512,33957,22417,26837
CC,bias_balanced_ce,social,3,2700,4899,0.03572157583180241,0.06481481481481481,0.0460586919331491,175,4724,2525
CC,bias_balanced_ce,social,4,94006,91205,0.7302889095992544,0.7085292428142884,0.7192445373114987,66606,24599,27400
CC,bias_balanced_ce+hysteresis_1,task,0,124893,94347,0.8638536466448323,0.6525746038609049,0.7434957124612296,81502,12845,43391
CC,bias_balanced_ce+hysteresis_1,task,1,19302,52990,0.19609360256652197,0.5383379960625841,0.2874730260609749,10391,42599,8911
CC,bias_balanced_ce+hysteresis_1,task,2,26642,19312,0.35749792874896436,0.2591397042264094,0.30047438743090915,6904,12408,19738
CC,bias_balanced_ce+hysteresis_1,task,3,44855,49043,0.4540097465489468,0.49639950953071005,0.47425930264755367,22266,26777,22589
CC,bias_balanced_ce+hysteresis_1,social,0,13381,24246,0.3386537985647117,0.6136312682161273,0.4364419167087463,8211,16035,5170
CC,bias_balanced_ce+hysteresis_1,social,1,13735,6724,0.28286734086853066,0.13847834000728068,0.18593284129234078,1902,4822,11833
CC,bias_balanced_ce+hysteresis_1,social,2,60794,60421,0.6123202197911323,0.6085633450669474,0.6104360021449491,36997,23424,23797
CC,bias_balanced_ce+hysteresis_1,social,3,2700,3439,0.05495783658040128,0.07,0.06157354618015964,189,3250,2511
CC,bias_balanced_ce+hysteresis_1,social,4,94006,89786,0.7524335642527789,0.7186562559836606,0.7351571341516497,67558,22228,26448
