run,head,mode,param,target_subset,n_frames,soft_kappa,confidence_weighted_soft_kappa,soft_nll,confidence_weighted_soft_nll
cc_task_shared_linear,task,raw,none,canonical,215692,0.381566538694265,0.381566538694265,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,raw,none,numbered_blank,347820,0.09978086031792674,0.09355962749830317,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,raw,none,augmented,563512,0.20529977543104921,0.2452815151495817,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=0.25;alpha=1.0,canonical,215692,0.3843641899185301,0.3843641899185301,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=0.25;alpha=1.0,numbered_blank,347820,0.10015841560402856,0.09384994477786739,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=0.25;alpha=1.0,augmented,563512,0.20655149423985392,0.2468424428410671,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=0.5;alpha=1.0,canonical,215692,0.38553668302528143,0.38553668302528143,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=0.5;alpha=1.0,numbered_blank,347820,0.1002734637823343,0.09392959566919855,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=0.5;alpha=1.0,augmented,563512,0.2070628235844823,0.24748648520068695,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=1.0;alpha=1.0,canonical,215692,0.3881540353932002,0.3881540353932002,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=1.0;alpha=1.0,numbered_blank,347820,0.10046872883983696,0.09413226342657433,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=1.0;alpha=1.0,augmented,563512,0.20815567591521847,0.248924958878625,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=2.0;alpha=1.0,canonical,215692,0.3900794067818486,0.3900794067818486,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=2.0;alpha=1.0,numbered_blank,347820,0.10083986505002457,0.09463067678002778,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=2.0;alpha=1.0,augmented,563512,0.20917277713180096,0.2502313829260465,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=4.0;alpha=1.0,canonical,215692,0.4002043529055198,0.4002043529055198,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=4.0;alpha=1.0,numbered_blank,347820,0.10202710132817451,0.0954409956490857,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=4.0;alpha=1.0,augmented,563512,0.2133881265015989,0.2555718142651876,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=8.0;alpha=1.0,canonical,215692,0.4093272543010202,0.4093272543010202,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=8.0;alpha=1.0,numbered_blank,347820,0.10101390288958265,0.09392097714984048,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=8.0;alpha=1.0,augmented,563512,0.21574603411756316,0.2591232371454165,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.5;strength=12.0;alpha=1.0,canonical,215692,0.41595815841524203,0.41595815841524203,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.5;strength=12.0;alpha=1.0,numbered_blank,347820,0.10186167489925917,0.09451541036325778,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.5;strength=12.0;alpha=1.0,augmented,563512,0.21863258871837532,0.2627176896146101,1.648994003825441,1.5397520716756543
cc_task_shared_linear,task,hmm,mix=0.75;strength=0.25;alpha=1.0,canonical,215692,0.384698833525663,0.384698833525663,1.139776902762971,1.139776902762971
cc_task_shared_linear,task,hmm,mix=0.75;strength=0.25;alpha=1.0,numbered_blank,347820,0.10031065572600863,0.09400393760621348,1.9647724379648914,1.9962521768858994
cc_task_shared_linear,task,hmm,mix=0.75;strength=0.25;alpha=1.0,augmented,563512,0.2067669088404471,0.24708214051786362,1.648994003825441,1.5397520716756543
